,station,q50_model,q90_model,q50_obs,q90_obs,model
0,Aarschot Afwaarts_Demer,13.794631789141304,6.255145325246418,13.673709677419355,7.585932258064516,GFDL-ESM4
1,Aartselaar_Benedenvliet,0.3618693588135724,0.18817882711894565,0.6395483870967742,0.3037962365591398,GFDL-ESM4
2,Aiseau,0.7474637994621585,0.3708076044869825,0.5156129032258066,0.1702774193548387,GFDL-ESM4
3,AMAY,134.85745870832122,63.91713235278024,151.01885215053764,56.93563870967742,GFDL-ESM4
4,Amberloup,3.1227637133916333,1.4447525728954576,1.442451612903226,0.3680967741935484,GFDL-ESM4
5,Ambresin,1.663130720577846,0.6725399111137336,1.1521612903225806,0.47080473118279564,GFDL-ESM4
6,Amougies,1.4245617242515989,0.5737671316363016,0.8593548387096774,0.2846555299539171,GFDL-ESM4
7,ANGLEUR (2 BIS),56.48342538112564,29.527062934991875,44.278668279569885,15.438199139784945,GFDL-ESM4
8,Aublain,1.5626711681548175,0.7236993342284088,0.9886505376344086,0.3698322580645161,GFDL-ESM4
9,Auby-sur-Semois,1.3730045999718041,0.673027516503554,1.6386467741935486,0.26006000000000007,GFDL-ESM4
10,Baillonville,0.7573582414297959,0.378533883335091,0.4870322580645161,0.08853612903225808,GFDL-ESM4
11,Beaumont,0.8148875487839602,0.39011253124098627,0.5800758064516129,0.16183,GFDL-ESM4
12,BELLEHEID,0.48198870488780277,0.2778471043291724,0.44714516129032267,0.10190967741935483,GFDL-ESM4
13,BERSILLIES-L'ABBAYE,0.7168431813911333,0.3411537157788279,0.5454516129032259,0.1750967741935484,GFDL-ESM4
14,Biesme-sous-Thuin,0.6279152333934148,0.2965766223383676,0.4691413978494624,0.22893333333333338,GFDL-ESM4
15,Bilzen_Demer,0.4821387612176452,0.21174739210626578,0.5150322580645161,0.23365967741935487,GFDL-ESM4
16,BOUILLON,14.424479612119786,7.486689782047429,13.057483870967742,3.8155451612903226,GFDL-ESM4
17,Brizy,1.3650288956519212,0.6574380787892122,0.9653870967741937,0.22684043010752689,GFDL-ESM4
18,Brugelette,1.0307745645700843,0.4784715338262583,0.5745806451612903,0.2805776344086021,GFDL-ESM4
19,BRULY,0.4536562601679509,0.20721308759967824,0.4856779569892473,0.14209655913978497,GFDL-ESM4
20,BULLINGEN,0.566027136979123,0.3040344071613313,0.38170967741935496,0.09187333333333333,GFDL-ESM4
21,CERFONTAINE,0.38369712858605853,0.18156704337440333,0.19413333333333335,0.04877440860215055,GFDL-ESM4
22,Chantemelle,1.2532005187358122,0.6816613726220323,1.2449000000000001,0.5421333333333335,GFDL-ESM4
23,CHATELET,21.53174947330532,11.343999341797684,21.188000000000006,12.301868100358423,GFDL-ESM4
24,CHAUDFONTAINE Pisc,11.087896959925661,6.114629433378397,8.785016129032257,4.147983870967742,GFDL-ESM4
25,CHEVRON Pont,2.4793238566037687,1.292547099485855,1.8073431590656281,0.5377956989247312,GFDL-ESM4
26,CHINY,11.068822586187242,5.363220272916184,9.307933333333335,2.2641354838709677,GFDL-ESM4
27,CHOOZ,65.33971828545629,31.84077923322175,108.89880000000002,36.66476172043011,GFDL-ESM4
28,Ciney,0.313464874199856,0.16767849373982918,0.21359999999999998,0.13163225806451612,GFDL-ESM4
29,COMBLAIN-AU-PONT,43.20376552850101,22.389923689763485,33.970619892473124,10.430151612903229,GFDL-ESM4
30,COUVIN Ry de Rome,0.25040748909900445,0.11949742056016156,0.08068279569892473,0.02440354838709679,GFDL-ESM4
31,DAVERDISSE,4.480218630096861,2.1161704782816058,4.071624193548388,0.9622838709677419,GFDL-ESM4
32,DURBUY,17.545874095244343,8.387212629015758,13.28374193548387,3.1352511827956993,GFDL-ESM4
33,Eppegem_Zenne,10.107349920762658,4.620963591802495,8.841106785317018,6.456096774193549,GFDL-ESM4
34,Eprave,12.80542486927506,6.162187432732858,4.886580645161292,1.4219032258064517,GFDL-ESM4
35,Erezée,1.0962887793767635,0.6231678090884497,1.0024000000000002,0.2058744086021505,GFDL-ESM4
36,Essene_Bellebeek,0.7997138497782413,0.3560372313830951,0.7693784946236559,0.35932021505376344,GFDL-ESM4
37,Estaimpuis,0.6211998293018623,0.2870662060037608,1.1877096774193552,0.6966774193548387,GFDL-ESM4
38,Estinnes-au-Val,0.2011727183912338,0.09105602106983755,0.10995913978494624,0.05206021505376343,GFDL-ESM4
39,Etalle,1.5275936842768796,0.7973538106828355,2.3323341013824885,1.052493548387097,GFDL-ESM4
40,Falisolle,0.5224967838492081,0.2674707554189283,0.19180645161290327,0.09480645161290323,GFDL-ESM4
41,FELENNE,1.6228394117032374,0.7574337311816971,1.4218731182795699,0.34218709677419357,GFDL-ESM4
42,Forrières,4.078077738391176,1.9095256147484418,3.083133333333333,0.7965309677419354,GFDL-ESM4
43,Gavere_Bovenschelde,42.02786018032777,20.508314898499524,31.233693548387098,15.3449,GFDL-ESM4
44,Gedinne,0.831872033303405,0.3822460460798016,0.6788387096774193,0.1642333333333333,GFDL-ESM4
45,Geel-Zammel_Grote Nete,2.8412318067642315,1.3529563627240428,3.9179999999999997,2.545225806451613,GFDL-ESM4
46,GENDRON,17.47512187327432,8.59982436542666,13.216782142857141,3.2186677419354837,GFDL-ESM4
47,Ghoy,0.7087531980450462,0.27746215437223043,0.43516129032258066,0.1129974193548387,GFDL-ESM4
48,Givry,0.409739126593722,0.21770379839949366,0.33036505376344083,0.20211021505376348,GFDL-ESM4
49,Grandrieu,0.06145258524216475,0.0279539675849244,0.14368333333333333,0.02601935483870969,GFDL-ESM4
50,Grobbendonk Troon_Kleine Nete,4.202945842952735,2.0056293418567277,5.503059139784947,2.859311827956989,GFDL-ESM4
51,Grupont,2.9171762387733287,1.3508543461665798,2.0393870967741936,0.6100348387096776,GFDL-ESM4
52,Gussignies,0.7515339275085724,0.4354422271130581,0.6562096774193547,0.19082258064516136,GFDL-ESM4
53,Habay-la-Vieille,1.3978542055266354,0.6745250040695024,1.161483870967742,0.2364933333333333,GFDL-ESM4
54,Halen_Gete,5.407167020952256,2.357718789875123,4.27535595105673,2.622622580645161,GFDL-ESM4
55,Harmignies,0.7389162947315364,0.33039337768907595,0.7137741935483868,0.3430832258064516,GFDL-ESM4
56,Harnoncourt,3.759387361986543,1.9629315617663141,3.9923333333333337,2.5942973118279573,GFDL-ESM4
57,HASTIERE,1.7697304243117453,0.8884751038472746,1.197188940092166,0.29828709677419346,GFDL-ESM4
58,Helkijn_Bovenschelde,30.924201303448577,17.100361613337633,28.85703703703704,16.29375172413793,GFDL-ESM4
59,Hemptinne,0.5173347529124028,0.2151635180856409,0.3070043010752688,0.09108333333333336,GFDL-ESM4
60,Herbeumont,10.904333587065503,5.2436855315165865,12.890366666666667,3.3875225806451614,GFDL-ESM4
61,Herentals_KleineNete_Nederrij,2.7830783845950453,1.3055997877794308,3.57258064516129,1.9599354838709677,GFDL-ESM4
62,HOTTON,14.527342788580917,6.96096044610251,11.37579623655914,2.410641935483871,GFDL-ESM4
63,Houffalize,2.466186965094868,1.1844016120246756,2.1673870967741937,0.49623489736070375,GFDL-ESM4
64,HUCCORGNE,2.5788684862220963,1.1457260609912587,1.8577247311827958,0.7882829032258064,GFDL-ESM4
65,Hulshout_Grote Nete,3.878294908425407,1.8302258821750683,4.313258064516129,2.6574,GFDL-ESM4
66,HYON,1.9368088379167396,0.9166129922885137,1.1881741935483874,0.5794215053763441,GFDL-ESM4
67,Hérock,15.87708098376893,7.2318247650996685,11.712338709677422,2.767241935483871,GFDL-ESM4
68,IRCHONWELZ,1.0166970378404945,0.4098453566110378,0.5074354838709676,0.1957903225806452,GFDL-ESM4
69,Isières,0.5672374767623967,0.23822450845099458,0.26666612903225806,0.05734559139784945,GFDL-ESM4
70,JAMIOULX,3.4566010226230413,1.652344859425335,2.7337379032258067,1.5510515053763438,GFDL-ESM4
71,JEMELLE,4.121474421781063,1.990593489804875,3.4803833333333327,1.0036812903225807,GFDL-ESM4
72,Jemeppe-sur-Sambre,1.5861867138912573,0.6978238090241458,1.2087925472747496,0.7143109677419356,GFDL-ESM4
73,Juzaine,2.671663449794261,1.586282196598226,2.0927741935483875,0.5763333333333333,GFDL-ESM4
74,KELMIS (LA CALAMINE),0.7298572081489445,0.3502137189587102,0.6979032258064516,0.3263225806451613,GFDL-ESM4
75,Kortemark_Handzamevaart,0.669042505597208,0.27190325446931857,0.5964833333333333,0.21561444600280508,GFDL-ESM4
76,Langemark_Martjevaart,0.5145029772793077,0.21159171075014094,0.5234962962962963,0.14166333333333334,GFDL-ESM4
77,LASNENVILLE,3.9294752237888266,2.1947243082716277,2.584032258064516,0.9016166666666667,GFDL-ESM4
78,Latour,1.4074844505967006,0.7273021703003274,1.1220967741935486,0.4510877419354839,GFDL-ESM4
79,Lavaux-Sainte-Anne,1.294699736949244,0.6042920791710662,0.6732550403225807,0.12382688172043013,GFDL-ESM4
80,Lens,0.4898853648586483,0.2152713474240549,0.23016129032258067,0.09663333333333332,GFDL-ESM4
81,LESSINES US,4.444634465399696,1.6484355529711618,2.6946333333333334,1.3903166666666662,GFDL-ESM4
82,LIXHE Aval,195.90328974795332,91.96646939113899,145.017,41.07913021505378,GFDL-ESM4
83,Lommersweiler,1.2505106455586965,0.6070942998790468,0.8291548387096774,0.1771566666666667,GFDL-ESM4
84,Lummen_Zwartebeek,0.551422370673149,0.2590036050894828,1.027516129032258,0.5566,GFDL-ESM4
85,MABOMPRE,4.472588176456128,2.1899563832814315,3.7138682795698923,0.8596080645161291,GFDL-ESM4
86,Machelen_Leie,28.227507222054907,14.506125307652303,27.630844086021504,16.21451612903226,GFDL-ESM4
87,Macquenoise,0.3434476660380288,0.15947419424169693,0.26712903225806456,0.040077419354838696,GFDL-ESM4
88,Maffle,0.601041313361366,0.273310121222262,0.34499838709677416,0.16872666666666666,GFDL-ESM4
89,Maldegem_Ede,0.41120565795544556,0.17504017737933572,0.2823704301075269,0.027306451612903227,GFDL-ESM4
90,MALMEDY  Warchenne,0.5461160526201029,0.3062180922443726,0.5428548387096774,0.19818387096774193,GFDL-ESM4
91,Marbehan,1.422400297953739,0.6437091504716015,0.9899354838709676,0.15896774193548385,GFDL-ESM4
92,Marche-en-Famenne,0.455138034380544,0.2716753440929349,0.3599032258064517,0.10924666666666669,GFDL-ESM4
93,Marchipont,0.4643926494995392,0.2962411718112075,0.3381462365591397,0.18172258064516125,GFDL-ESM4
94,MARIEMBOURG,0.8386276450804245,0.37960447150693627,0.526532258064516,0.037730967741935496,GFDL-ESM4
95,Marneffe,0.21198230824408432,0.0947943470799919,0.10125752688172043,0.04261000000000001,GFDL-ESM4
96,Martelange,3.2547969394048697,1.5295368439037924,2.467774193548387,0.42981420289855066,GFDL-ESM4
97,Martilly,2.682008345949796,1.25483274567128,2.5472666666666672,0.7088167741935484,GFDL-ESM4
98,MARTINRIVE,19.372260926425575,10.188285245708743,14.958282258064516,5.092603225806452,GFDL-ESM4
99,Massemen_Molenbeek,0.4103399494591284,0.19001992909486956,0.3564838709677419,0.1493741935483871,GFDL-ESM4
100,MEMBRE Pont,19.706485946908703,9.488104988782721,19.455077956989243,4.108919354838711,GFDL-ESM4
101,Mere_Molenbeek,0.3976986931817929,0.17200643631895016,0.44502096774193545,0.13683129032258065,GFDL-ESM4
102,Merkem_Martjevaart,0.6367743911563034,0.26723312005688843,0.3224666666666666,0.07,GFDL-ESM4
103,Merksplas_Mark,0.3467107708422318,0.161363190631846,0.13063333333333332,0.050606451612903225,GFDL-ESM4
104,Meulebeke_Devebeek,0.4879160476727216,0.17345300915670314,0.36718661257606494,0.06083333333333333,GFDL-ESM4
105,Minderhout_Mark,0.805147904518889,0.34783809639904156,0.5680248655913979,0.15075161290322583,GFDL-ESM4
106,Moelingen_Berwijn,2.084336064008874,1.006697071520296,0.9737623655913978,0.348778064516129,GFDL-ESM4
107,Molenstede_Demer,10.272267027979677,5.257777259557482,11.86975806451613,7.022833333333333,GFDL-ESM4
108,Monteneau,1.8710701663512197,1.0929718204758432,1.6663548387096772,0.5971870967741936,GFDL-ESM4
109,Moorsele_Heulebeek,0.3513531951392256,0.1416090945467822,0.4050690476190476,0.0902258064516129,GFDL-ESM4
110,NISMES,5.903860745785757,2.814083095852387,2.1208870967741937,0.43037709677419356,GFDL-ESM4
111,NISRAMONT,10.873714331804674,5.162575507110805,8.98955,2.038301612903225,GFDL-ESM4
112,Olloy-sur-Viroin,6.337338721888833,2.927094518115632,3.8268548387096777,1.4086935483870968,GFDL-ESM4
113,Onoz,1.5530187699359745,0.7323460148936614,1.1667096774193548,0.6481202150537634,GFDL-ESM4
114,Oostkamp_Hertsbergebeek,0.6045893502566049,0.2623430302989938,0.36920967741935484,0.09765,GFDL-ESM4
115,Oostrozebeke_Mandel,1.9746521833700823,0.9392142936712339,1.8753571428571427,0.5675986206896552,GFDL-ESM4
116,Oostvleteren_Poperingevaart,0.620095167988439,0.29270474366814064,0.3236833333333333,0.06639505376344086,GFDL-ESM4
117,Opont,1.1513699292700585,0.5416729629686637,1.0880483870967743,0.2450096774193549,GFDL-ESM4
118,ORTHO,5.957380239440013,2.7995920099499783,4.868048387096775,1.1460774193548386,GFDL-ESM4
119,Ouren,6.392372608207191,3.362950750839733,3.762997536945813,0.8514533333333334,GFDL-ESM4
120,Overboelare_Dender,6.556119365148607,2.8368959903862274,3.9279032258064515,1.5030612903225804,GFDL-ESM4
121,Overpelt_Dommel,1.0590734939057225,0.477439844886691,0.9360483870967742,0.5720206896551724,GFDL-ESM4
122,Reninge_Kemmelbeek,0.6383001850473968,0.26422624983691634,0.47151724137931034,0.21265333333333333,GFDL-ESM4
123,Resteigne,5.155419240276598,2.405832746136698,4.234500000000001,1.1148257575757576,GFDL-ESM4
124,REULAND,5.314980142494934,2.915749221318596,4.4255129032258065,0.7751698924731183,GFDL-ESM4
125,Rillaar_Grote Motte,0.22116165210346064,0.10117203140270775,0.33691935483870966,0.1795,GFDL-ESM4
126,Rochefort,6.283433768173918,2.9230091194726486,4.0292258064516115,0.8803995698924733,GFDL-ESM4
127,Roesbrugge_Ijzer,1.2340717238287122,0.7274734892239315,2.0536075268817204,0.5493290322580645,GFDL-ESM4
128,Romedenne,1.3802791620381363,0.6920419331481528,0.9278870967741937,0.18499591397849463,GFDL-ESM4
129,Ruette,1.2985016534358071,0.6802860465912088,0.9243548387096774,0.31769761904761906,GFDL-ESM4
130,SAINT-DENIS,0.29964420859312224,0.13002697488825085,0.15211290322580648,0.09352096774193554,GFDL-ESM4
131,SAINTE-MARIE,1.7652567908251648,0.9622987023026912,1.6815483870967742,0.5772903225806452,GFDL-ESM4
132,SALZINNES Ronet,24.572815906626705,12.831195401835622,19.210796774193547,9.37434076923077,GFDL-ESM4
133,SAUHEID,44.979320762298755,23.358794185826643,34.40310376344087,10.578206451612905,GFDL-ESM4
134,SCHOENBERG,1.817370745222013,1.0415280032795984,1.3853191244239633,0.21189064516129033,GFDL-ESM4
135,Sint-Pieter Noord rkm 10,203.202980891032,94.8190105557299,176.3093333333333,56.16321720430108,GFDL-ESM4
136,Sint-Pieters-Leeuw_Zuunbeek,0.5637642217218753,0.2329406945674609,0.3664516129032258,0.10725806451612904,GFDL-ESM4
137,Sippenaeken,1.535866260779125,0.7635915344430207,0.9883,0.5332533333333335,GFDL-ESM4
138,SOLRE,13.59342309637352,6.909220359653305,7.9988166666666665,3.2514109677419354,GFDL-ESM4
139,SOSOYE,0.47635602895427837,0.24530428819145214,0.32114516129032267,0.14606774193548386,GFDL-ESM4
140,Spalbeek_Herk,1.8348194870250103,0.8547191256443017,1.3678333333333332,0.5401533333333333,GFDL-ESM4
141,Spixhe,2.6947090812362524,1.4845477091892865,1.050351612903226,0.2536225806451613,GFDL-ESM4
142,Sprimont,1.0121892685722473,0.5150231725659236,0.634864516129032,0.13068838709677422,GFDL-ESM4
143,STAVELOT,13.044055930480898,7.207029631645243,8.165116666666666,2.7726086021505374,GFDL-ESM4
144,Steenkerque,1.3413766242764693,0.5412458569358792,0.5381612903225805,0.28800387096774194,GFDL-ESM4
145,STRAIMONT,3.6054139786588095,1.6893940913695573,2.9035924731182794,0.5538151612903227,GFDL-ESM4
146,Suxy,3.2631597924078237,1.5302812836336772,3.40241935483871,0.8879806451612903,GFDL-ESM4
147,TABREUX,23.384831186160078,11.634333142509027,17.55906451612903,4.205989032258064,GFDL-ESM4
148,TARGNON,13.92995548366028,7.737520124521125,11.073741935483872,3.665713333333334,GFDL-ESM4
149,Theux,3.294936386259438,1.7940380306806414,2.2918333333333334,0.47142000000000006,GFDL-ESM4
150,Thy-le-Château,0.5727369294491828,0.27762875834604694,0.3301,0.1569363440860215,GFDL-ESM4
151,Viane_Mark,1.4157357989002506,0.6079287636875063,0.8400811827956989,0.2538976426799008,GFDL-ESM4
152,Vlamertinge_Grote Kemmelbeek,0.2207477919497211,0.09610572106341421,0.15664285714285714,0.02508,GFDL-ESM4
153,WALCOURT (GARE),1.9998341461587725,0.9628255246198282,1.780803448275862,0.9788354838709675,GFDL-ESM4
154,WALCOURT (SEUIL),1.0061653071676817,0.47795953318382495,0.9533709677419355,0.4977163440860215,GFDL-ESM4
155,WALCOURT-VOGENEE,0.8689450810659871,0.4139251519503291,0.6343021505376345,0.27906107526881724,GFDL-ESM4
156,Wanze,3.139456666600146,1.4069666201151043,2.1469354838709673,1.1030999999999997,GFDL-ESM4
157,WARNANT,1.383889142531178,0.7063634112172246,1.1783301075268815,0.6091164516129032,GFDL-ESM4
158,WAULSORT,71.24900126675767,35.258775569420244,111.57310000000001,37.07357419354839,GFDL-ESM4
159,WIHERIES,1.5403493247125395,0.7262995609587933,1.1310311827956991,0.3115451612903226,GFDL-ESM4
160,Willerzie,0.5197460333167745,0.29377282074138883,0.31043548387096775,0.11944677419354839,GFDL-ESM4
161,WIRTZFELD,1.2790622930064552,0.6971348547864316,0.5788064516129032,0.12591333333333332,GFDL-ESM4
162,Wyompont,4.368462094518288,2.046613494778982,3.4798666666666676,0.9824172043010754,GFDL-ESM4
163,Zichem_Demer,13.172279913877276,5.9881076781450355,12.524333333333333,7.098612903225806,GFDL-ESM4
